title,disc,digital,id,poster,actors,genres,rating,content_rating,year,duration_str,duration_min,trailer,plot_summary
Ghost In The Shell,NONE,yes,tt1219827,"https://m.media-amazon.com/images/M/MV5BMzJiNTI3MjItMGJiMy00YzA1LTg2MTItZmE1ZmRhOWQ0NGY1XkEyXkFqcGdeQXVyOTk4MTM0NQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Scarlett Johansson, Pilou Asbæk, Takeshi Kitano","Action, Crime, Drama",6.3,PG-13,2017,1h 47m,107.0,https://www.youtube.com/embed/G4VmJcZR0Yg,"In the near future, Major Mira Killian is the first of her kind: A human saved from a terrible crash, who is cyber-enhanced to be a perfect soldier devoted to stopping the world's most dangerous criminals."
Ghostbusters (2016),NONE,yes,tt1289401,"https://m.media-amazon.com/images/M/MV5BNGYzNDM0M2QtZDFkNy00OTI2LWIyNjctNjNhNDM5Zjk3NzU2XkEyXkFqcGdeQXVyNjQ3MDg0MTY@._V1_QL75_UX190_CR0,0,190,281_.jpg","Melissa McCarthy, Kristen Wiig, Kate McKinnon","Action, Comedy, Fantasy",6.9,PG-13,2016,1h 57m,117.0,https://www.youtube.com/embed/w3ugHP-yZXw,"Following a ghost invasion of Manhattan, paranormal enthusiasts Erin Gilbert and Abby Yates, nuclear engineer Jillian Holtzmann, and subway worker Patty Tolan band together to stop the otherworldly threat."
Gifted,NONE,yes,tt4481414,"https://m.media-amazon.com/images/M/MV5BMjQ2NDU3NDE0M15BMl5BanBnXkFtZTgwMjA3OTg0MDI@._V1_QL75_UX190_CR0,0,190,281_.jpg","Chris Evans, Mckenna Grace, Lindsay Duncan",Drama,7.6,PG-13,2017,1h 41m,101.0,https://www.youtube.com/embed/tI01wBXGHUs,"Frank, a single man raising his child prodigy niece Mary, is drawn into a custody battle with his mother."
"Girl With The Dragon Tattoo, The",BR,yes,tt1568346,"https://m.media-amazon.com/images/M/MV5BMTczNDk4NTQ0OV5BMl5BanBnXkFtZTcwNDAxMDgxNw@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Daniel Craig, Rooney Mara, Christopher Plummer","Crime, Drama, Mystery",7.8,R,2011,2h 38m,158.0,https://www.youtube.com/embed/DqQe3OrsMKI,Journalist Mikael Blomkvist is aided in his search for a woman who has been missing for 40 years by young computer hacker Lisbeth Salander.
"Giver, The",NONE,yes,tt0435651,"https://m.media-amazon.com/images/M/MV5BMTY1MTIxMjg2Ml5BMl5BanBnXkFtZTgwMjUyNzgwMjE@._V1_QL75_UX190_CR0,0,190,281_.jpg","Brenton Thwaites, Jeff Bridges, Meryl Streep","Drama, Romance, Sci-Fi",6.4,PG-13,2014,1h 37m,97.0,https://www.youtube.com/embed/uxFJvlWqphM,"In a seemingly perfect community without war, pain, suffering, differences, or choices, a young boy is chosen to learn from an elderly man about the true pain and pleasure of the ""real"" world."
Gladiator,DVD,no,tt0172495,"https://m.media-amazon.com/images/M/MV5BMDliMmNhNDEtODUyOS00MjNlLTgxODEtN2U3NzIxMGVkZTA1L2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX190_CR0,0,190,281_.jpg","Russell Crowe, Joaquin Phoenix, Connie Nielsen","Action, Adventure, Drama",8.5,R,2000,2h 35m,155.0,https://www.youtube.com/embed/P5ieIbInFpg,A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.
Godzilla: King Of The Monsters,BR,yes,tt3741700,"https://m.media-amazon.com/images/M/MV5BOGFjYWNkMTMtMTg1ZC00Y2I4LTg0ZTYtN2ZlMzI4MGQwNzg4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Kyle Chandler, Vera Farmiga, Millie Bobby Brown","Action, Adventure, Fantasy",6.0,PG-13,2019,2h 12m,132.0,https://www.youtube.com/embed/QFxN2oDKk0E,"The crypto-zoological agency Monarch faces off against a battery of god-sized monsters, including the mighty Godzilla, who collides with Mothra, Rodan, and his ultimate nemesis, the three-headed King Ghidorah."
Gone Girl,NONE,yes,tt2267998,"https://m.media-amazon.com/images/M/MV5BMTk0MDQ3MzAzOV5BMl5BanBnXkFtZTgwNzU1NzE3MjE@._V1_QL75_UY281_CR1,0,190,281_.jpg","Ben Affleck, Rosamund Pike, Neil Patrick Harris","Drama, Mystery, Thriller",8.1,R,2014,2h 29m,149.0,https://www.youtube.com/embed/2-_-1nJf8Vg,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent."
Gone In 60 Seconds,DVD,no,tt0187078,"https://m.media-amazon.com/images/M/MV5BMTIwMzExNDEwN15BMl5BanBnXkFtZTYwODMxMzg2._V1_QL75_UY281_CR1,0,190,281_.jpg","Nicolas Cage, Angelina Jolie, Giovanni Ribisi","Action, Crime, Thriller",6.5,PG-13,2000,1h 58m,118.0,https://www.youtube.com/embed/ap5RqRzjS6g,A retired master car thief must come back to the industry and steal fifty cars with his crew in one night to save his brother's life.
"Good Day To Die Hard, A",BR,no,tt1606378,"https://m.media-amazon.com/images/M/MV5BMTcwNzgyNzUzOV5BMl5BanBnXkFtZTcwMzAwOTA5OA@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Bruce Willis, Jai Courtney, Sebastian Koch","Action, Thriller",5.2,R,2013,1h 38m,98.0,https://www.youtube.com/embed/_BMmRdAW2yw,"John McClane travels to Russia to help out his seemingly wayward son, Jack, only to discover that Jack is a CIA operative working undercover, causing the father and son to team up against underworld forces."
Good Will Hunting,BR,yes,tt0119217,"https://m.media-amazon.com/images/M/MV5BOTI0MzcxMTYtZDVkMy00NjY1LTgyMTYtZmUxN2M3NmQ2NWJhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,4,190,281_.jpg","Robin Williams, Matt Damon, Ben Affleck","Drama, Romance",8.3,R,1997,2h 6m,126.0,https://www.youtube.com/embed/ReIJ1lbL-Q8,"Will Hunting, a janitor at M.I.T., has a gift for mathematics, but needs help from a psychologist to find direction in his life."
Gran Torino,DVD,no,tt1205489,"https://m.media-amazon.com/images/M/MV5BMTc5NTk2OTU1Nl5BMl5BanBnXkFtZTcwMDc3NjAwMg@@._V1_QL75_UY281_CR0,0,190,281_.jpg","Clint Eastwood, Bee Vang, Christopher Carley",Drama,8.1,R,2008,1h 56m,116.0,https://www.youtube.com/embed/RMhbr2XQblk,"After a Hmong teenager tries to steal his prized 1972 Gran Torino, a disgruntled, prejudiced Korean War veteran seeks to redeem both the boy and himself."
Grandma'S Boy,DVD,no,tt0456554,"https://m.media-amazon.com/images/M/MV5BMDFiYzQ0NzktMGNkNy00YTQ0LTgxODgtNDViNGIxMTc1NGFjL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY281_CR1,0,190,281_.jpg","Allen Covert, Linda Cardellini, Shirley Jones",Comedy,6.9,R,2006,1h 34m,94.0,https://www.youtube.com/embed/vsEuOw3ihbs,A thirty-five-year-old video game tester has to move in with his grandma and her two old lady roommates.
Gravity,BR,no,tt1454468,"https://m.media-amazon.com/images/M/MV5BNjE5MzYwMzYxMF5BMl5BanBnXkFtZTcwOTk4MTk0OQ@@._V1_QL75_UY281_CR0,0,190,281_.jpg","Sandra Bullock, George Clooney, Ed Harris(voice)","Action, Drama, Sci-Fi",7.7,PG-13,2013,1h 31m,91.0,https://www.youtube.com/embed/OiTiKOy59o4,Two astronauts work together to survive after an accident leaves them stranded in space.
"Greatest Showman, The",BR,yes,tt1485796,"https://m.media-amazon.com/images/M/MV5BMjI1NDYzNzY2Ml5BMl5BanBnXkFtZTgwODQwODczNTM@._V1_QL75_UY281_CR1,0,190,281_.jpg","Hugh Jackman, Michelle Williams, Zac Efron","Biography, Drama, Musical",7.6,PG,2017,1h 45m,105.0,https://www.youtube.com/embed/AXCTMGYUg9A,Celebrates the birth of show business and tells of a visionary who rose from nothing to create a spectacle that became a worldwide sensation.
Green Book,NONE,yes,tt6966692,"https://m.media-amazon.com/images/M/MV5BYzIzYmJlYTYtNGNiYy00N2EwLTk4ZjItMGYyZTJiOTVkM2RlXkEyXkFqcGdeQXVyODY1NDk1NjE@._V1_QL75_UX190_CR0,2,190,281_.jpg","Viggo Mortensen, Mahershala Ali, Linda Cardellini","Biography, Comedy, Drama",8.2,PG-13,2018,2h 10m,130.0,https://www.youtube.com/embed/QkZxoko_HC0,A working-class Italian-American bouncer becomes the driver for an African-American classical pianist on a tour of venues through the 1960s American South.
"Green Mile, The",DVD,no,tt0120689,"https://m.media-amazon.com/images/M/MV5BMTUxMzQyNjA5MF5BMl5BanBnXkFtZTYwOTU2NTY3._V1_QL75_UX190_CR0,0,190,281_.jpg","Tom Hanks, Michael Clarke Duncan, David Morse","Crime, Drama, Fantasy",8.6,R,1999,3h 9m,189.0,https://www.youtube.com/embed/Ki4haFrqSrw,"A tale set on death row in a Southern jail, where gentle giant John possesses the mysterious power to heal people's ailments. When the lead guard, Paul, recognizes John's gift, he tries to help stave off the condemned man's execution."
Green Zone,BR,no,tt0947810,"https://m.media-amazon.com/images/M/MV5BMTYzMTA1NDMyNV5BMl5BanBnXkFtZTcwMzUwODY5Mg@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Matt Damon, Jason Isaacs, Greg Kinnear","Action, Drama, Thriller",6.8,R,2010,1h 55m,115.0,https://www.youtube.com/embed/e3KJ21TLKVE,Discovering covert and faulty intelligence causes a U.S. Army officer to go rogue as he hunts for Weapons of Mass Destruction in an unstable region.
Guardians Of The Galaxy,NONE,yes,tt2015381,"https://m.media-amazon.com/images/M/MV5BMTAwMjU5OTgxNjZeQTJeQWpwZ15BbWU4MDUxNDYxODEx._V1_QL75_UX190_CR0,0,190,281_.jpg","Chris Pratt, Vin Diesel(voice), Bradley Cooper(voice)","Action, Adventure, Comedy",8.1,PG-13,2014,2h 1m,121.0,https://www.youtube.com/embed/d96cjJhvlMA,A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.
Guardians Of The Galaxy Vol. 2,NONE,yes,tt3896198,"https://m.media-amazon.com/images/M/MV5BNjM0NTc0NzItM2FlYS00YzEwLWE0YmUtNTA2ZWIzODc2OTgxXkEyXkFqcGdeQXVyNTgwNzIyNzg@._V1_QL75_UX190_CR0,0,190,281_.jpg","Chris Pratt, Zoe Saldana, Dave Bautista","Action, Adventure, Comedy",7.6,PG-13,2017,2h 16m,136.0,https://www.youtube.com/embed/dW1BIid8Osg,"The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father, the ambitious celestial being Ego."
Guardians of the Galaxy Vol. 3,NONE,yes,tt6791350,"https://m.media-amazon.com/images/M/MV5BMDgxOTdjMzYtZGQxMS00ZTAzLWI4Y2UtMTQzN2VlYjYyZWRiXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Chris Pratt, Chukwudi Iwuji, Bradley Cooper","Action, Adventure, Comedy",7.9,PG-13,2023,2h 30m,150.0,https://www.youtube.com/embed/u3V5KDHRQvk,"Still reeling from the loss of Gamora, Peter Quill rallies his team to defend the universe and one of their own - a mission that could mean the end of the Guardians if not successful."
Hacksaw Ridge,NONE,yes,tt2119532,"https://m.media-amazon.com/images/M/MV5BMjQ1NjM3MTUxNV5BMl5BanBnXkFtZTgwMDc5MTY5OTE@._V1_QL75_UX190_CR0,6,190,281_.jpg","Andrew Garfield, Sam Worthington, Luke Bracey","Biography, Drama, History",8.1,R,2016,2h 19m,139.0,https://www.youtube.com/embed/s2-1hz1juBI,"World War II American Army Medic Desmond T. Doss, serving during the Battle of Okinawa, refuses to kill people and becomes the first man in American history to receive the Medal of Honor without firing a shot."
Half Baked,DVD,no,tt0120693,"https://m.media-amazon.com/images/M/MV5BZWMxZWE1ZjQtYzAyNS00NjEwLTgwM2ItMWI2NWVhZGJiYjk3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,1,190,281_.jpg","Dave Chappelle, Guillermo Díaz, Jim Breuer","Comedy, Crime",6.6,R,1998,1h 22m,82.0,https://www.youtube.com/embed/HMhUnO2u6qI,The story of three not so bright men who come up with a series of crazy schemes to get a friend out of jail.
"Hangover, The",DVD,no,tt1119646,"https://m.media-amazon.com/images/M/MV5BNGQwZjg5YmYtY2VkNC00NzliLTljYTctNzI5NmU3MjE2ODQzXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX190_CR0,0,190,281_.jpg","Zach Galifianakis, Bradley Cooper, Justin Bartha",Comedy,7.7,R,2009,1h 40m,100.0,https://www.youtube.com/embed/tcdUhdOlz9M,"Three buddies wake up from a bachelor party in Las Vegas, with no memory of the previous night and the bachelor missing. They make their way around the city in order to find their friend before his wedding."
Harry Potter And The Chamber Of Secrets,DVD,no,tt0295297,"https://m.media-amazon.com/images/M/MV5BMTcxODgwMDkxNV5BMl5BanBnXkFtZTYwMDk2MDg3._V1_QL75_UY281_CR0,0,190,281_.jpg","Daniel Radcliffe, Rupert Grint, Emma Watson","Adventure, Family, Fantasy",7.4,PG,2002,2h 41m,161.0,https://www.youtube.com/embed/jBltxS8HfQ4,An ancient prophecy seems to be coming true when a mysterious presence begins stalking the corridors of a school of magic and leaving its victims paralyzed.
Harry Potter And The Deathly Hallows Part 1,BR,no,tt0926084,"https://m.media-amazon.com/images/M/MV5BMTQ2OTE1Mjk0N15BMl5BanBnXkFtZTcwODE3MDAwNA@@._V1_QL75_UY281_CR0,0,190,281_.jpg","Daniel Radcliffe, Emma Watson, Rupert Grint","Adventure, Family, Fantasy",7.7,PG-13,2010,2h 26m,146.0,https://www.youtube.com/embed/MxqsmsA8y5k,"As Harry, Ron and Hermione race against time and evil to destroy the Horcruxes, they uncover the existence of the three most powerful objects in the wizarding world: the Deathly Hallows."
Harry Potter And The Deathly Hallows Part 2,BR,yes,tt1201607,"https://m.media-amazon.com/images/M/MV5BMGVmMWNiMDktYjQ0Mi00MWIxLTk0N2UtN2ZlYTdkN2IzNDNlXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UX190_CR0,2,190,281_.jpg","Daniel Radcliffe, Emma Watson, Rupert Grint","Adventure, Fantasy, Mystery",8.2,PG-13,2011,2h 10m,130.0,https://www.youtube.com/embed/mObK5XD8udk,"Harry, Ron, and Hermione search for Voldemort's remaining Horcruxes in their effort to destroy the Dark Lord as the final battle rages on at Hogwarts."
Harry Potter And The Goblet Of Fire,DVD,no,tt0330373,"https://m.media-amazon.com/images/M/MV5BMTI1NDMyMjExOF5BMl5BanBnXkFtZTcwOTc4MjQzMQ@@._V1_QL75_UY281_CR0,0,190,281_.jpg","Daniel Radcliffe, Emma Watson, Rupert Grint","Adventure, Family, Fantasy",7.7,PG-13,2005,2h 37m,157.0,https://www.youtube.com/embed/3EGojp4Hh6I,"Harry Potter finds himself competing in a hazardous tournament between rival schools of magic, but he is distracted by recurring nightmares."
Harry Potter And The Half-Blood Prince,BR,no,tt0417741,"https://m.media-amazon.com/images/M/MV5BNzU3NDg4NTAyNV5BMl5BanBnXkFtZTcwOTg2ODg1Mg@@._V1_QL75_UX190_CR0,6,190,281_.jpg","Daniel Radcliffe, Emma Watson, Rupert Grint","Action, Adventure, Family",7.6,PG,2009,2h 33m,153.0,https://www.youtube.com/embed/tAiy66Xrsz4,"As Harry Potter begins his sixth year at Hogwarts, he discovers an old book marked as ""the property of the Half-Blood Prince"" and begins to learn more about Lord Voldemort's dark past."
Harry Potter And The Order Of The Phoenix,BR,no,tt0373889,"https://m.media-amazon.com/images/M/MV5BMTM0NTczMTUzOV5BMl5BanBnXkFtZTYwMzIxNTg3._V1_QL75_UX190_CR0,0,190,281_.jpg","Daniel Radcliffe, Emma Watson, Rupert Grint","Action, Adventure, Family",7.5,PG-13,2007,2h 18m,138.0,https://www.youtube.com/embed/y6ZW7KXaXYk,"With their warning about Lord Voldemort's return scoffed at, Harry and Dumbledore are targeted by the Wizard authorities as an authoritarian bureaucrat slowly seizes power at Hogwarts."
Harry Potter And The Prisoner Of Azkaban,DVD,no,tt0304141,"https://m.media-amazon.com/images/M/MV5BMTY4NTIwODg0N15BMl5BanBnXkFtZTcwOTc0MjEzMw@@._V1_QL75_UY281_CR0,0,190,281_.jpg","Daniel Radcliffe, Emma Watson, Rupert Grint","Adventure, Family, Fantasy",7.9,PG,2004,2h 22m,142.0,https://www.youtube.com/embed/1ZdlAg3j8nI,"Harry Potter, Ron and Hermione return to Hogwarts School of Witchcraft and Wizardry for their third year of study, where they delve into the mystery surrounding an escaped prisoner who poses a dangerous threat to the young wizard."
Harry Potter And The Sorcerer'S Stone,DVD,no,tt0241527,"https://m.media-amazon.com/images/M/MV5BNjQ3NWNlNmQtMTE5ZS00MDdmLTlkZjUtZTBlM2UxMGFiMTU3XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_QL75_UX190_CR0,0,190,281_.jpg","Daniel Radcliffe, Rupert Grint, Richard Harris","Adventure, Family, Fantasy",7.6,PG,2001,2h 32m,152.0,https://www.youtube.com/embed/VyHV0BRtdxo,"An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world."
Hellboy Ii,DVD,no,tt0411477,"https://m.media-amazon.com/images/M/MV5BMjA5NzgyMjc2Nl5BMl5BanBnXkFtZTcwOTU3MDI3MQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Ron Perlman, Selma Blair, Doug Jones","Action, Adventure, Fantasy",7.0,PG-13,2008,2h,2.0,https://www.youtube.com/embed/Yjivaeh5YOk,A prince of the mythical world starts a rebellion against humanity in order to rule the Earth. Hellboy and his team must fight to stop him from locating the all-powerful Golden Army.
Hidalgo,DVD,no,tt0317648,"https://m.media-amazon.com/images/M/MV5BMTgyNjg5MjcxMl5BMl5BanBnXkFtZTcwNDQxMzQyMQ@@._V1_QL75_UY281_CR0,0,190,281_.jpg","Viggo Mortensen, Omar Sharif, Zuleikha Robinson","Action, Adventure, Biography",6.7,PG-13,2004,2h 16m,136.0,https://www.youtube.com/embed/i2sRtzNRDCA,"In 1890, a down-and-out cowboy and his horse travel to Arabia to compete in a deadly cross desert horse race."
Hidden Figures,BR,yes,tt4846340,"https://m.media-amazon.com/images/M/MV5BMzg2Mzg4YmUtNDdkNy00NWY1LWE3NmEtZWMwNGNlMzE5YzU3XkEyXkFqcGdeQXVyMjA5MTIzMjQ@._V1_QL75_UX190_CR0,0,190,281_.jpg","Taraji P. Henson, Octavia Spencer, Janelle Monáe","Biography, Drama, History",7.8,PG,2016,2h 7m,127.0,https://www.youtube.com/embed/5wfrDhgUMGI,The story of a team of female African-American mathematicians who served a vital role in NASA during the early years of the U.S. space program.
"History Of Violence, A",DVD,no,tt0399146,"https://m.media-amazon.com/images/M/MV5BMTczMzIzMTQ1OV5BMl5BanBnXkFtZTYwMDQwNjk2._V1_QL75_UX190_CR0,0,190,281_.jpg","Viggo Mortensen, Maria Bello, Ed Harris","Action, Crime, Drama",7.4,R,2005,1h 36m,96.0,https://www.youtube.com/embed/74FdnDxptH4,"A mild-mannered man becomes a local hero through an act of violence, which sets off repercussions that will shake his family to its very core."
"Hobbit: An Unexpected Journey, The",BR,yes,tt0903624,"https://m.media-amazon.com/images/M/MV5BMTcwNTE4MTUxMl5BMl5BanBnXkFtZTcwMDIyODM4OA@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Martin Freeman, Ian McKellen, Richard Armitage","Adventure, Fantasy",7.8,PG-13,2012,2h 49m,169.0,https://www.youtube.com/embed/SDnYMbYB-nU,"A reluctant Hobbit, Bilbo Baggins, sets out to the Lonely Mountain with a spirited group of dwarves to reclaim their mountain home, and the gold within it from the dragon Smaug."
"Hobbit: The Battle Of The Five Armies, The",NONE,yes,tt2310332,"https://m.media-amazon.com/images/M/MV5BMTYzNDE3OTQ3MF5BMl5BanBnXkFtZTgwODczMTg4MjE@._V1_QL75_UX190_CR0,0,190,281_.jpg","Ian McKellen, Martin Freeman, Richard Armitage","Adventure, Fantasy",7.4,PG-13,2014,2h 24m,144.0,https://www.youtube.com/embed/iVAgTiBrrDA,Bilbo and company are forced to engage in a war against an array of combatants and keep the Lonely Mountain from falling into the hands of a rising darkness.
"Hobbit: The Desolation Of Smaug, The",BR,yes,tt1170358,"https://m.media-amazon.com/images/M/MV5BMzU0NDY0NDEzNV5BMl5BanBnXkFtZTgwOTIxNDU1MDE@._V1_QL75_UY281_CR0,0,190,281_.jpg","Ian McKellen, Martin Freeman, Richard Armitage","Adventure, Fantasy",7.8,PG-13,2013,2h 41m,161.0,https://www.youtube.com/embed/fnaojlfdUbs,"The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim Erebor, their homeland, from Smaug. Bilbo Baggins is in possession of a mysterious and magical ring."
Hotel Rwanda,NONE,yes,tt0395169,"https://m.media-amazon.com/images/M/MV5BZGJjYmIzZmQtNWE4Yy00ZGVmLWJkZGEtMzUzNmQ4ZWFlMjRhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UY281_CR0,0,190,281_.jpg","Don Cheadle, Sophie Okonedo, Joaquin Phoenix","Biography, Drama, History",8.1,PG-13,2004,2h 1m,121.0,https://www.youtube.com/embed/2x8UzELvKlY,"Paul Rusesabagina, a hotel manager, houses over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda, Africa."
"Hunger Games, The",BR,yes,tt1392170,"https://m.media-amazon.com/images/M/MV5BMjA4NDg3NzYxMF5BMl5BanBnXkFtZTcwNTgyNzkyNw@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth","Action, Adventure, Sci-Fi",7.2,PG-13,2012,2h 22m,142.0,https://www.youtube.com/embed/PbA63a7H0bo,Katniss Everdeen voluntarily takes her younger sister's place in the Hunger Games: a televised competition in which two teenagers from each of the twelve Districts of Panem are chosen at random to fight to the death.
"Hunger Games: Catching Fire, The",BR,yes,tt1951264,"https://m.media-amazon.com/images/M/MV5BMTAyMjQ3OTAxMzNeQTJeQWpwZ15BbWU4MDU0NzA1MzAx._V1_QL75_UX190_CR0,0,190,281_.jpg","Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth","Action, Adventure, Drama",7.5,PG-13,2013,2h 26m,146.0,https://www.youtube.com/embed/EAzGXqJSDJ8,Katniss Everdeen and Peeta Mellark become targets of the Capitol after their victory in the 74th Hunger Games sparks a rebellion in the Districts of Panem.
"Hunger Games: Mockingjay Part 1, The",BR,yes,tt1951265,"https://m.media-amazon.com/images/M/MV5BMTcxNDI2NDAzNl5BMl5BanBnXkFtZTgwODM3MTc2MjE@._V1_QL75_UX190_CR0,4,190,281_.jpg","Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth","Action, Adventure, Sci-Fi",6.6,PG-13,2014,2h 3m,123.0,https://www.youtube.com/embed/3PkkHsuMrho,"Katniss Everdeen is in District 13 after she shatters the games forever. Under the leadership of President Coin and the advice of her trusted friends, Katniss spreads her wings as she fights to save Peeta and a nation moved by her courage."
"Hunger Games: Mockingjay Part 2, The",NONE,yes,tt1951266,"https://m.media-amazon.com/images/M/MV5BNjQzNDI2NTU1Ml5BMl5BanBnXkFtZTgwNTAyMDQ5NjE@._V1_QL75_UX190_CR0,4,190,281_.jpg","Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth","Action, Adventure, Sci-Fi",6.5,PG-13,2015,2h 17m,137.0,https://www.youtube.com/embed/n-7K_OjsDCQ,Katniss and a team of rebels from District 13 prepare for the final battle that will decide the fate of Panem.
